id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,roi.times,roi.currency,roi.percentage
aave,aave,Aave,https://assets.coingecko.com/coins/images/12645/large/AAVE.png?1696512452,120.56,1781068596,67,1930220313,156703311,129.07,119.69,-4.919381808975359,-3.9204,-74340977.55532861,-4.00672,14763650.214804368,16000000,16000000,661.69,-81.81821,2021-05-18T21:19:59.514Z,26.02,362.30795,2020-11-05T09:20:11.928Z,,2024-03-18T17:41:17.726Z,,,
beam-2,beam,Beam,https://assets.coingecko.com/coins/images/32417/large/chain-logo.png?1698114384,0.03263288,1714788265,68,2038238093,35714655,0.03676001,0.03225601,-0.003130555943761687,-8.75351,-164790570.43899012,-8.76742,52573823628.9169,62490496468.0217,62490496468.0217,0.04416304,-26.37274,2024-03-10T10:40:22.381Z,0.0043383,649.51073,2023-10-29T08:20:14.064Z,,2024-03-18T17:41:26.139Z,,,
elrond-erd-2,egld,MultiversX,https://assets.coingecko.com/coins/images/12335/large/egld-token-logo.png?1696512162,60.13,1611269359,69,1611580161,43172343,65,59.78,-3.700761153034712,-5.79763,-90719590.42156553,-5.33021,26709223,26714375,31415926,545.64,-88.97739,2021-11-23T10:33:26.737Z,6.51,824.34054,2020-10-07T01:44:53.554Z,,2024-03-18T17:41:19.402Z,,,
bitcoin-cash-sv,bsv,Bitcoin SV,https://assets.coingecko.com/coins/images/6799/large/BSV.png?1696507128,80.39,1581888503,70,1689351898,40961038,86.45,79.86,-4.302456001629764,-5.07992,-84331634.25160718,-5.06125,19664143.75,21000000,21000000,489.75,-83.58486,2021-04-16T17:09:04.630Z,21.43,275.05906,2023-06-10T04:32:12.266Z,,2024-03-18T17:41:22.291Z,,,
bonk,bonk,Bonk,https://assets.coingecko.com/coins/images/28600/large/bonk.jpg?1696527587,0.00002341,1542659748,71,2198451496,332439115,0.00002837,0.00002349,-0.000002971671669763,-11.26489,-188550273.55741835,-10.89124,65627592216347.88,93526183276778,93526183276778,0.00004547,-48.38501,2024-03-04T17:05:29.594Z,8.6142e-8,27145.31092,2022-12-29T22:48:46.755Z,,2024-03-18T17:41:23.529Z,,,
pyth-network,pyth,Pyth Network,https://assets.coingecko.com/coins/images/31924/large/pyth.png?1701245725,1.027,1541899063,72,10279327089,394350834,1.13,1.013,-0.009259081969774432,-0.89362,-13301171.19273901,-0.85527,1500000000,10000000000,10000000000,1.2,-14.84587,2024-03-16T07:01:15.357Z,0.228806,345.24871,2024-01-08T03:29:54.594Z,,2024-03-18T17:41:22.420Z,,,
dydx-chain,dydx,dYdX,https://assets.coingecko.com/coins/images/32594/large/dydx.png?1698673495,3.32,1536171624,73,2351730177,16314978,3.63,3.28,-0.2624621397128881,-7.32192,8346616,0.54631,464677529,711376353,1000000000,4.52,-27.37166,2024-03-07T22:19:11.131Z,2.3,42.49187,2024-01-03T12:14:30.340Z,,2024-03-18T17:38:58.794Z,,,
conflux-token,cfx,Conflux,https://assets.coingecko.com/coins/images/13079/large/3vuYMbjN.png?1696512867,0.398778,1533740428,74,2185938274,189138671,0.426707,0.390828,-0.020516645161613833,-4.89313,-77762769.24317908,-4.82548,3843668603.01274,5478125343.45159,,1.7,-76.62956,2021-03-27T03:43:35.178Z,0.02199898,1706.88024,2022-12-30T08:16:30.345Z,,2024-03-18T17:41:36.841Z,,,
axie-infinity,axs,Axie Infinity,https://assets.coingecko.com/coins/images/13029/large/axie_infinity_logo.png?1696512817,10.12,1440177670,75,2737874767,71865569,10.97,10.04,-0.6159693883562323,-5.73592,-82845822.93967962,-5.43956,142025477.405289,270000000,270000000,164.9,-93.86527,2021-11-06T19:29:29.482Z,0.123718,8076.67246,2020-11-06T08:05:43.662Z,,2024-03-18T17:41:27.860Z,,,
starknet,strk,Starknet,https://assets.coingecko.com/coins/images/26433/large/starknet.png?1696525507,1.94,1406437856,76,19319201315,192196743,2.14,1.92,-0.15737338283158953,-7.50786,-121875279.26303029,-7.9745,728000000,10000000000,10000000000,4.41,-56.323,2024-02-20T12:05:13.556Z,1.7,13.62664,2024-02-21T14:29:50.266Z,,2024-03-18T17:41:28.371Z,,,
ether-fi-staked-eth,eeth,ether.fi Staked ETH,https://assets.coingecko.com/coins/images/33049/large/ether.fi_eETH.png?1700473063,3436,1403224444,77,2787055525,1056551,3678.17,3417.82,-142.01476167334886,-3.9691,-34685720.97203994,-2.41223,402224.28479180747,801034.467710681,,4040.42,-13.72992,2024-03-11T14:17:18.791Z,2155.76,61.69162,2024-02-08T11:26:30.368Z,,2024-03-18T17:41:30.279Z,,,
wrapped-eeth,weeth,Wrapped eETH,https://assets.coingecko.com/coins/images/33033/large/weETH.png?1701438396,3591.73,1376076675,78,1376076675,46042565,3775.5,3580.61,-112.54405010193659,-3.03822,-52238610.51049757,-3.65736,383469.727566558,383601.119569842,,4196.87,-14.79107,2024-03-13T08:29:59.938Z,2231.18,60.27918,2024-01-08T03:35:28.624Z,,2024-03-18T17:40:45.097Z,,,
the-sandbox,sand,The Sandbox,https://assets.coingecko.com/coins/images/12129/large/sandbox_logo.jpg?1696511971,0.606148,1369993982,79,1825253663,157485738,0.656792,0.60275,-0.03794550500683558,-5.89131,-82207691.1369915,-5.6609,2251731926.2233224,3000000000,3000000000,8.4,-92.76582,2021-11-25T06:04:40.957Z,0.02897764,1996.23444,2020-11-04T15:59:14.441Z,,2024-03-18T17:41:45.788Z,,,
kucoin-shares,kcs,KuCoin,https://assets.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,14.14,1363871297,80,2036690191,303629,15.18,14.11,-0.9190088666952185,-6.10125,-84505375.59150243,-5.83449,96287258.2890287,143787258.288945,,28.83,-50.86832,2021-12-01T15:09:35.541Z,0.342863,4031.27255,2019-02-07T00:00:00.000Z,,2024-03-18T17:41:35.012Z,,,
singularitynet,agix,SingularityNET,https://assets.coingecko.com/coins/images/2138/large/singularitynet.png?1696503103,1.052,1349264589,81,1468759204,317871661,1.22,1.05,-0.1476989638225632,-12.31041,-207285218.63443112,-13.31697,1279380811.64262,1392686325.98352,2000000000,1.46,-27.83126,2024-03-10T00:24:59.207Z,0.00747159,14010.37686,2020-03-13T02:24:16.528Z,,2024-03-18T17:41:27.016Z,9.52090475132238,usd,952.090475132238
worldcoin-wld,wld,Worldcoin,https://assets.coingecko.com/coins/images/31069/large/worldcoin.jpeg?1696529903,8.69,1341100396,82,86977762559,492793297,9.78,8.64,-0.9257257374376078,-9.62945,-142507236.1976092,-9.60545,154188881.95773,10000000000,10000000000,11.74,-26.2941,2024-03-10T00:10:42.330Z,0.973104,789.27059,2023-09-13T07:36:44.064Z,,2024-03-18T17:41:28.173Z,,,
ordinals,ordi,ORDI,https://assets.coingecko.com/coins/images/30162/large/ordi.png?1696529082,62.9,1318986452,83,1318986452,363344259,70.88,62.5,-2.931708941969248,-4.45356,-67455151.73302507,-4.86534,21000000,21000000,,95.52,-34.56318,2024-03-05T01:45:22.816Z,2.86,2084.80623,2023-09-11T15:22:32.140Z,,2024-03-18T17:41:20.639Z,,,
mina-protocol,mina,Mina Protocol,https://assets.coingecko.com/coins/images/15628/large/JM4_vQ34_400x400.png?1696515261,1.23,1314149487,85,1396073953,42571110,1.34,1.22,-0.08012483977119977,-6.12678,-83984119.26457596,-6.00687,1070455124.84004,1137187612.84004,,9.09,-86.51572,2021-06-01T01:42:37.064Z,0.351341,248.88221,2023-10-11T04:00:22.740Z,,2024-03-18T17:41:19.742Z,,,
akash-network,akt,Akash Network,https://assets.coingecko.com/coins/images/12785/large/akash-logo.png?1696512580,5.68,1311562845,84,1311684571,16185081,6.06,5.3,-0.349373029580188,-5.796,-78494736.14192653,-5.64687,230816799.095985,230838221.241362,388539008,8.07,-29.5185,2021-04-06T18:59:48.484Z,0.164994,3349.43642,2022-11-21T20:30:53.727Z,,2024-03-18T17:41:27.642Z,,,
bittorrent,btt,BitTorrent,https://assets.coingecko.com/coins/images/22457/large/btt_logo.png?1696521780,0.00000134,1289475171,86,1318445781,70520740,0.00000148,0.00000133,-8.1348390965e-8,-5.73832,-87397847.80747128,-6.34756,968246428571000,990000000000000,990000000000000,0.00000343,-61.20446,2022-01-21T04:00:31.909Z,3.65368e-7,264.34701,2023-10-13T05:10:41.241Z,,2024-03-18T17:41:21.894Z,,,
havven,snx,Synthetix Network,https://assets.coingecko.com/coins/images/3406/large/SNX.png?1696504103,3.85,1262939542,87,1264572918,50650357,4.21,3.83,-0.26899234697031726,-6.52995,-92085047.50873923,-6.79582,327769196.13952357,328193104.088774,328193104.088774,28.53,-86.49547,2021-02-14T01:12:38.505Z,0.0347864,10976.60283,2019-01-06T00:00:00.000Z,,2024-03-18T17:41:30.727Z,6.700741690881596,usd,670.0741690881596
ribbon-finance,rbn,Ribbon Finance,https://assets.coingecko.com/coins/images/15823/large/ribbon.png?1709186956,1.33,1258173899,88,1333116625,33378878,1.36,1.21,-0.007755672271891889,-0.57819,-6262581.743846893,-0.49529,943783818.373656,1000000000,1000000000,5.54,-75.96913,2021-10-07T22:30:49.258Z,0.12452,969.50115,2023-05-18T09:35:07.716Z,,2024-03-18T17:41:35.539Z,,,
tokenize-xchange,tkx,Tokenize Xchange,https://assets.coingecko.com/coins/images/4984/large/TKX_-_Logo_-_RGB-15.png?1696505519,15.68,1254568361,89,1568288866,65793043,16.1,15.63,-0.32334771309621146,-2.0209,-25391912.006362915,-1.9838,79995999.94518414,100000000,100000000,22.3,-29.68835,2022-10-31T10:23:59.455Z,0.111255,13990.95606,2019-04-28T00:00:00.000Z,,2024-03-18T17:41:05.296Z,52.96505514444771,usd,5296.5055144447715
msol,msol,Marinade staked SOL,https://assets.coingecko.com/coins/images/17752/large/mSOL.png?1696517278,236.24,1252636667,90,1252640210,56680317,244.91,226.57,9.47,4.17703,5857228,0.46979,5302333,5302348,5302348,261.93,-9.83168,2021-11-07T00:00:00.000Z,8.93,2544.74226,2022-12-29T20:45:33.039Z,,2024-03-18T17:39:43.439Z,,,
tezos,xtz,Tezos,https://assets.coingecko.com/coins/images/976/large/Tezos-logo.png?1696502091,1.27,1235346416,91,1261511215,50893399,1.36,1.26,-0.0702692919200607,-5.25791,21625521,1.78175,974822864.393371,995469740.731576,,9.12,-86.09869,2021-10-04T00:41:18.025Z,0.350476,261.58031,2018-12-07T00:00:00.000Z,,2024-03-18T17:41:21.590Z,1.6939976675887256,usd,169.39976675887254
apecoin,ape,ApeCoin,https://assets.coingecko.com/coins/images/24383/large/apecoin.jpg?1696523566,1.98,1211151131,93,1978230687,86841161,2.14,1.97,-0.11642871372658692,-5.55314,-77590289.59104037,-6.02063,612239583,1000000000,1000000000,26.7,-92.58263,2022-04-28T21:44:21.164Z,1.008,96.52879,2023-10-10T20:51:07.411Z,,2024-03-18T17:41:47.796Z,,,
bitget-token,bgb,Bitget Token,https://assets.coingecko.com/coins/images/11610/large/icon_colour.png?1696511504,0.863893,1208055106,92,1725791776,43774436,0.880668,0.851832,-0.012786783110162792,-1.45855,-19601257.422762156,-1.59664,1400001000,2000000000,2000000000,1.15,-25.54746,2024-02-17T06:30:15.580Z,0.0142795,5904.38268,2020-06-25T04:17:05.895Z,,2024-03-18T17:41:25.066Z,,,
flare-networks,flr,Flare,https://assets.coingecko.com/coins/images/28624/large/FLR-icon200x200.png?1696527609,0.03247476,1189034946,94,3297547239,24264245,0.03828028,0.03222568,-0.001510087967019076,-4.44342,-58015374.56092715,-4.65221,36678922652.4219,101721552046.554,,0.150073,-78.4729,2023-01-10T03:14:05.921Z,0.00827405,290.45381,2023-10-19T03:35:41.663Z,,2024-03-18T17:41:05.375Z,,,
whitebit,wbt,WhiteBIT Coin,https://assets.coingecko.com/coins/images/27045/large/wbt_token.png?1696526096,8.17,1178822015,95,2922409970,16792180,8.23,8.04,0.086131,1.06598,12731600,1.09182,144118517.10815412,357283276,400000000,14.64,-44.39228,2022-10-28T12:32:18.119Z,3.06,165.9795,2023-02-13T19:01:21.899Z,,2024-03-18T17:41:26.612Z,,,
chiliz,chz,Chiliz,https://assets.coingecko.com/coins/images/8834/large/CHZ_Token_updated.png?1696508986,0.130515,1161099048,97,1161099048,110204542,0.141152,0.129737,-0.008606226976576564,-6.18614,-74243602.89463949,-6.00996,8888888888,8888888888,8888888888,0.878633,-85.1572,2021-03-13T08:04:21.200Z,0.00410887,3073.95288,2019-09-28T00:00:00.000Z,,2024-03-18T17:41:40.412Z,4.9324944375649595,usd,493.2494437564959
helium,hnt,Helium,https://assets.coingecko.com/coins/images/4284/large/Helium_HNT.png?1696504894,7.14,1160525076,96,1591758305,52415725,7.63,6.79,-0.30128801188283116,-4.05012,-56637478.53428292,-4.65324,162585670.977112,223000000,223000000,54.88,-86.99329,2021-11-12T23:08:25.301Z,0.113248,6202.73279,2020-04-18T00:19:10.902Z,,2024-03-18T17:40:58.138Z,,,
ethena-usde,usde,Ethena USDe,https://assets.coingecko.com/coins/images/33613/large/3466ef_3c088c66c7d941e8856339d0bddf33cc_mv2.png?1702514458,1.001,1141750234,98,1141750234,47790397,1.007,0.994686,0.00190346,0.19055,33619467,3.03389,1140869578.71185,1141866503.10085,,1.032,-3.36334,2023-12-20T15:38:34.596Z,0.977814,1.99998,2024-01-09T21:19:32.385Z,,2024-03-18T17:40:51.466Z,,,
true-usd,tusd,TrueUSD,https://assets.coingecko.com/coins/images/3449/large/tusd.png?1696504140,1.002,1140776140,99,1140776140,69745626,1.007,0.989287,0.00048659,0.0486,2094634,0.18395,1138455467.01,1138455467.01,,1.62,-38.11107,2018-08-26T20:41:09.375Z,0.88355,13.36997,2020-03-12T10:47:51.380Z,,2024-03-18T17:41:50.159Z,,,
decentraland,mana,Decentraland,https://assets.coingecko.com/coins/images/878/large/decentraland-mana.png?1696502010,0.605112,1129593803,100,1328971554,113270253,0.653571,0.600346,-0.03831160569804559,-5.95434,-68887305.61656237,-5.74788,1864149589.3092341,2193179327.32015,2193179327.32015,5.85,-89.64461,2021-11-25T10:04:18.534Z,0.00923681,6459.36073,2017-10-31T00:00:00.000Z,,2024-03-18T17:41:23.122Z,29.255601228037197,usd,2925.5601228037194
