quarter,cc,index
200905,JAM,87.09546378
200905,JOR,94.11866442
200905,JPN,97.5
200905,KAZ,44.8
200905,KEN,95.83461538
200905,KGZ,93.85005202
200905,KHM,94.90361628
200905,KIR,104.5181436
200905,KNA,99.0483175
200905,KOR,88.4052
200905,KWT,96.0157489
200905,LAO,94.03723309
200905,LBN,94.90023604
200905,LBR,90.95114044
200905,LBY,96.66850665
200905,LCA,96.45206582
200905,LKA,93.42414279
200905,LSO,96.3634646
200905,LTU,92.2
200905,LUX,89.4
200905,LVA,95.1
200905,MAC,97.13166958
200905,MAR,98.59349781
200905,MDA,93.06923808
200905,MDG,90.18218623
200905,MDV,93.78239554
200905,MEX,79.9
200905,MKD,100.2544493
200905,MLI,98.22434789
200905,MLT,98.92877418
200905,MMR,91.37205793
200905,MNE,99.78082192
200905,MNG,93.13287282
200905,MOZ,87.9175862
200905,MRT,92.86721039
200905,MSR,107.33
200905,MUS,96.65211063
200905,MWI,92.5093027
200905,MYS,98.06651777
200905,NAM,93.75145251
200905,NCL,89.31
200905,NER,98.33155256
200905,NGA,85.93068625
200905,NIC,94.71861327
200905,NLD,91.2
200905,NOR,89.9
200905,NPL,90.01218177
200905,OMN,96.01114088
200905,PAK,86.78563006
200905,PAN,96.21380846
200905,PER,98.72040054
200905,PHL,95.80738896
200905,POL,90.5983
200905,PRT,92.4
200905,PRI,106.966
200905,PRY,94.35215947
200905,PSE,95.3849489
200905,QAT,102.9467666
200905,ROU,94.1165274
200905,RUS,93.55559844
200905,RWA,99.08238614
200905,SAU,94.08448319
200905,SDN,83.89480703
200905,SEN,97.7864351
200905,SGP,96.8513621
200905,SLB,98.73619197
200905,SLE,92.62566576
200905,SLV,99.27459773
200905,SRB,95.577798
200905,SSD,97.60185209
200905,STP,87.26295148
200905,SUR,91.59036701
200905,SVK,90.91
200905,SVN,93.2
200905,SWE,95.3
200905,SWZ,94.91744845
200905,SYC,102.9977683
200905,SYR,94.55348838
200905,TCD,101.3650932
200905,TGO,98.07745877
200905,THA,96.64276261
200905,TJK,93.05
200905,TLS,93.300671
200905,TON,96.59650605
200905,TTO,90.23969632
200905,TUN,96.37692325
200905,TUR,62.6245
200905,TWN,88.82
200905,TZA,93.27737403
200905,UGA,94.98792745
200905,UKR,90.9028018
200905,URY,92.26342382
200905,USA,90.2
200905,VCT,98.5142221
200905,VEN,75.32376002
200905,VNM,90.75325593
200905,WSM,100.8787929
200905,XKX,95.70389954
200905,YEM,88.18955037
200905,ZAF,73.5
200905,ZMB,91.18874607
200905,ZWE,94.75046742
200906,ABW,98.32895278
200906,AFG,95.57776059
200906,AGO,86.84096992
200906,ALB,95.68737126
200906,ARE,98.31535444
200906,ARG,106.53
200906,ARM,94.32554388
200906,ATG,73.818
200906,AUT,88.8
